OBJECTID,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
1,8,9555,2409926,809555,Brush,Brush city,25,C1,N,N,G4110,A,6597824,0,40.2581364,-103.6321599,0.269335694,0.000698457
2,8,36610,2412751,836610,Hillrose,Hillrose town,43,C1,N,N,G4110,A,502105,0,40.3246539,-103.5221746,0.03728643,5.32055E-05
3,8,45695,2412910,845695,Log Lane Village,Log Lane Village town,43,C1,N,N,G4110,A,709280,0,40.2702304,-103.8293819,0.051107946,7.50987E-05
4,8,84770,2413486,884770,Wiggins,Wiggins town,43,C1,N,N,G4110,A,3435536,"11,299.00",40.226588,-104.0734981,0.158645109,0.000364725
5,8,33310,2412712,833310,Grover,Grover town,43,C1,N,N,G4110,A,1542183,0,40.869111,-104.2259321,0.058443069,0.000164733
6,8,13460,2413193,813460,Cheraw,Cheraw town,43,C1,N,N,G4110,A,409966,0,38.1081042,-103.5109264,0.037851312,4.21129E-05
7,8,48500,2412949,848500,Manzanola,Manzanola town,43,C1,N,N,G4110,A,715778,0,38.1088247,-103.8667782,0.04204765,7.35277E-05
8,8,8345,2411720,808345,Branson,Branson town,43,C1,N,N,G4110,A,634018,0,37.0154926,-103.883777,0.044895143,6.41955E-05
9,8,78610,2412094,878610,Trinidad,Trinidad city,25,C1,N,N,G4110,A,24023779,"1,008.00",37.1731573,-104.4903263,0.757942957,0.002437597
10,8,40570,2412834,840570,Kim,Kim town,43,C1,N,N,G4110,A,980927,0,37.2470622,-103.3534114,0.056460236,9.962E-05
11,8,26875,2412631,826875,Fleming,Fleming town,43,C1,N,N,G4110,A,1348197,0,40.6817711,-102.839443,0.068821661,0.000143612
12,8,58235,2413123,858235,Peetz,Peetz town,43,C1,N,N,G4110,A,495841,0,40.9620456,-103.114231,0.045356644,5.30378E-05
13,8,43660,2411628,843660,Las Animas,Las Animas city,25,C1,N,N,G4110,A,4195689,"118,772.00",38.0696677,-103.2232289,0.152833303,0.000442964
14,8,28690,2412661,828690,Frisco,Frisco town,43,C1,N,N,G4110,A,4364516,"264,812.00",39.5784823,-106.0909729,0.220613034,0.000485311
15,8,53120,2413035,853120,Naturita,Naturita town,43,C1,N,N,G4110,A,1779767,0,38.2185544,-108.5682864,0.095150888,0.000183095
16,8,54935,2413058,854935,Nucla,Nucla town,43,C1,N,N,G4110,A,1863426,0,38.2665342,-108.5487156,0.099372117,0.000191826
17,8,55540,2413078,855540,Olathe,Olathe town,43,C1,N,N,G4110,A,3757933,0,38.6083188,-107.9828407,0.218343138,0.000388657
18,8,17375,2410236,817375,Cortez,Cortez city,25,C1,N,N,G4110,A,16091609,"70,393.00",37.3497833,-108.576687,0.351236419,0.001643575
19,8,66895,2412588,866895,Rye,Rye town,43,C1,N,N,G4110,A,246224,0,37.9212814,-104.932135,0.02967139,2.52295E-05
20,8,28305,2412655,828305,Fraser,Fraser town,43,C1,N,N,G4110,A,9081521,"12,925.00",39.9233235,-105.805286,0.210012925,0.000958199
21,8,31715,2412701,831715,Grand Lake,Grand Lake town,43,C1,N,N,G4110,A,2716960,"1,339.00",40.2466515,-105.825629,0.184885408,0.000287731
22,8,37600,2412770,837600,Hot Sulphur Springs,Hot Sulphur Springs town,43,C1,N,N,G4110,A,1966443,0,40.0748337,-106.1024857,0.094510301,0.000207619
23,8,41560,2412848,841560,Kremmling,Kremmling town,43,C1,N,N,G4110,A,3426914,0,40.0565429,-106.3781604,0.137005433,0.00036172
24,8,85705,2413502,885705,Winter Park,Winter Park town,43,C1,N,N,G4110,A,42822071,0,39.8778206,-105.7828131,0.492205413,0.004508382
25,8,18310,2412385,818310,Crested Butte,Crested Butte town,43,C1,N,N,G4110,A,2179996,0,38.8677359,-106.9772664,0.09138881,0.000226269
26,8,23740,2412474,823740,Elizabeth,Elizabeth town,43,C1,N,N,G4110,A,3234764,0,39.3610149,-104.6061722,0.220947621,0.000338067
27,8,40790,2412838,840790,Kiowa,Kiowa town,43,C1,N,N,G4110,A,2290844,"5,407.00",39.3435303,-104.4571759,0.13340946,0.000239923
28,8,27425,2410526,827425,Fort Collins,Fort Collins city,25,C1,Y,N,G4110,A,141460726,"3,170,690.00",40.5482164,-105.0648327,2.19907627,0.015376131
29,8,86310,2412310,886310,Wray,Wray city,25,C1,N,N,G4110,A,8903390,"7,500.00",40.0799527,-102.2286219,0.357126263,0.000940887
30,8,49875,2412977,849875,Meeker,Meeker town,43,C1,N,N,G4110,A,9078528,0,40.0497998,-107.8953553,0.37956267,0.000958169
31,8,925,2412340,800925,Akron,Akron town,43,C1,N,N,G4110,A,6797251,0,40.1643821,-103.2206849,0.258678365,0.000718589
32,8,62880,2412528,862880,Rangely,Rangely town,43,C1,N,N,G4110,A,10749619,0,40.0951768,-108.7567395,0.377081341,0.001135143
33,8,17760,2410255,817760,Craig,Craig city,25,C1,Y,N,G4110,A,13300650,0,40.5170341,-107.5556743,0.302050481,0.001413365
34,8,20495,2412432,820495,Dinosaur,Dinosaur town,43,C1,N,N,G4110,A,2032365,0,40.2405515,-109.0085896,0.074875881,0.000215095
35,8,68655,2413263,868655,Sawpit,Sawpit town,43,C1,N,N,G4110,A,79633,0,37.9946211,-108.0011887,0.014693257,8.16781E-06
36,8,19080,2410283,819080,Dacono,Dacono city,25,C1,N,N,G4110,A,21032759,"23,513.00",40.0635207,-104.9468043,0.627726757,0.002222712
37,8,85485,2413496,885485,Windsor,Windsor town,43,C1,N,N,G4110,A,63277623,"824,834.00",40.4775548,-104.9167996,1.442069208,0.006806681
38,8,39855,2412807,839855,Johnstown,Johnstown town,43,C1,N,N,G4110,A,35749602,"220,863.00",40.3897894,-104.9694426,1.275719558,0.003812939
39,8,45530,2412905,845530,Lochbuie,Lochbuie town,43,C1,N,N,G4110,A,9632508,"59,469.00",40.0104959,-104.7244845,0.433481611,0.00102235
40,8,63045,2412533,863045,Raymer (New Raymer),Raymer (New Raymer) town,43,C1,N,N,G4110,A,1861619,0,40.6077583,-103.8443288,0.087167502,0.000198086
41,8,37820,2412776,837820,Hudson,Hudson town,43,C1,N,N,G4110,A,12399422,"51,918.00",40.0783878,-104.641005,0.605720547,0.001314896
42,8,45970,2410869,845970,Longmont,Longmont city,25,C1,N,N,G4110,A,70590068,"3,807,373.00",40.1698416,-105.0990063,1.424046183,0.007865669
43,8,22860,2412462,822860,Eaton,Eaton town,43,C1,N,N,G4110,A,6117679,0,40.5251809,-104.7133079,0.296779902,0.000650159
44,8,40515,2412828,840515,Kersey,Kersey town,43,C1,N,N,G4110,A,3129149,0,40.3874297,-104.5658661,0.253424217,0.000331882
45,8,82350,2412176,882350,Walsenburg,Walsenburg city,25,C1,N,N,G4110,A,7743506,0,37.6305976,-104.7817193,0.253041969,0.000790382
46,8,19355,2412412,819355,De Beque,De Beque town,43,C1,N,N,G4110,A,11140117,"66,413.00",39.2757332,-108.1934051,0.472505312,0.001169998
47,8,34520,2412730,834520,Hartman,Hartman town,43,C1,N,N,G4110,A,705899,0,38.1211183,-102.2216521,0.03978676,7.25245E-05
48,8,73825,2411976,873825,Steamboat Springs,Steamboat Springs city,25,C1,Y,N,G4110,A,26280037,"33,407.00",40.4755865,-106.8229348,0.463633826,0.002794519
49,8,9115,2411733,809115,Brookside,Brookside town,43,C1,N,N,G4110,A,1204057,0,38.4135431,-105.1910599,0.05771452,0.000124197
50,8,11810,2409976,811810,Cañon City,Cañon City city,25,C1,Y,N,G4110,A,32405088,"31,525.00",38.441889,-105.2208915,0.764211263,0.003347126
51,8,8400,2411722,808400,Breckenridge,Breckenridge town,43,C1,Y,N,G4110,A,15525860,0,39.4996193,-106.0432924,0.512718146,0.001625796
52,8,51690,2413008,851690,Montezuma,Montezuma town,43,C1,N,N,G4110,A,205298,0,39.5817064,-105.8680708,0.021674206,2.15228E-05
53,8,82130,2413440,882130,Walden,Walden town,43,C1,N,N,G4110,A,868265,0,40.7315839,-106.2813362,0.046956208,9.25565E-05
54,8,11645,2413155,811645,Campo,Campo town,43,C1,N,N,G4110,A,373692,0,37.1047115,-102.5787984,0.026579258,3.78809E-05
55,8,6530,2411684,806530,Bethune,Bethune town,43,C1,N,N,G4110,A,419628,0,39.3038224,-102.4234144,0.028225291,4.38201E-05
56,8,10600,2409946,810600,Burlington,Burlington city,25,C1,N,N,G4110,A,5407275,0,39.3044913,-102.2714626,0.234273527,0.000564671
57,8,57630,2413117,857630,Parker,Parker town,43,C1,N,N,G4110,A,54861319,"20,752.00",39.5041671,-104.7731726,1.08016031,0.005747629
58,8,56420,2411342,856420,Ouray,Ouray city,25,C1,N,N,G4110,A,2281599,0,38.0274298,-107.6735796,0.101770164,0.000234118
59,8,3620,2409743,803620,Aspen,Aspen city,25,C1,N,N,G4110,A,10048083,0,39.1949512,-106.8370022,0.436479823,0.001047685
60,8,71755,2413302,871755,Snowmass Village,Snowmass Village town,43,C1,N,N,G4110,A,70749804,"212,338.00",39.2168719,-106.9439737,0.667661763,0.007401645
61,8,14175,2413197,814175,Cheyenne Wells,Cheyenne Wells town,43,C1,N,N,G4110,A,2770153,0,38.8192016,-102.3520301,0.11326647,0.000287331
62,8,11260,2413149,811260,Calhan,Calhan town,43,C1,N,N,G4110,A,2255870,0,39.0344381,-104.2991386,0.103133818,0.000234686
63,8,16000,2410198,816000,Colorado Springs,Colorado Springs city,25,C1,Y,N,G4110,A,504711363,"947,172.00",38.8672553,-104.760749,3.282447579,0.052483685
64,8,27975,2412648,827975,Fowler,Fowler town,43,C1,N,N,G4110,A,1356013,0,38.1296307,-104.0256731,0.094322106,0.000139334
65,8,26765,2412628,826765,Flagler,Flagler town,43,C1,N,N,G4110,A,3307002,0,39.2954912,-103.0767068,0.130913339,0.000345299
66,8,74485,2413341,874485,Stratton,Stratton town,43,C1,N,N,G4110,A,1330549,0,39.3028828,-102.6034734,0.082705903,0.000138943
67,8,27810,2410529,827810,Fort Morgan,Fort Morgan city,25,C1,Y,N,G4110,A,11403047,"178,453.00",40.2560287,-103.791319,0.491908572,0.001225998
68,8,19850,2410319,819850,Delta,Delta city,25,C1,N,N,G4110,A,34563541,"728,621.00",38.7573724,-108.0879591,0.800599312,0.003657448
69,8,65190,2410983,865190,Rocky Ford,Rocky Ford city,25,C1,N,N,G4110,A,4301442,"36,183.00",38.0502122,-103.722672,0.161682149,0.000445225
70,8,75970,2413358,875970,Swink,Swink town,43,C1,N,N,G4110,A,684731,0,38.014148,-103.6281626,0.059588867,7.02484E-05
71,8,38590,2412788,838590,Iliff,Iliff town,43,C1,N,N,G4110,A,653652,0,40.7583326,-103.0661277,0.035484395,6.97068E-05
72,8,73935,2411978,873935,Sterling,Sterling city,25,C1,Y,N,G4110,A,19709176,0,40.6207055,-103.1918666,0.454137326,0.002097569
73,8,27865,2410535,827865,Fountain,Fountain city,25,C1,N,N,G4110,A,63459237,"93,490.00",38.6995803,-104.6997575,1.279570631,0.006579873
74,8,51800,2413009,851800,Monument,Monument town,43,C1,N,N,G4110,A,17491251,"128,760.00",39.0746976,-104.8439056,0.453238822,0.001834078
75,8,86090,2412303,886090,Woodland Park,Woodland Park city,25,C1,N,N,G4110,A,17110803,0,38.9987057,-105.0595332,0.60524942,0.001779216
76,8,81690,2413437,881690,Vona,Vona town,43,C1,N,N,G4110,A,573247,0,39.3021195,-102.7433516,0.034806982,5.98608E-05
77,8,74815,2413346,874815,Sugar City,Sugar City town,43,C1,N,N,G4110,A,996804,0,38.2327735,-103.663312,0.055469776,0.000102566
78,8,18750,2412394,818750,Crowley,Crowley town,43,C1,N,N,G4110,A,584023,0,38.193506,-103.8597438,0.04434382,6.00622E-05
79,8,55705,2413079,855705,Olney Springs,Olney Springs town,43,C1,N,N,G4110,A,623096,0,38.1662739,-103.9444914,0.032311292,6.40562E-05
80,8,56145,2413090,856145,Ordway,Ordway town,43,C1,N,N,G4110,A,1997956,0,38.2208983,-103.7566795,0.08325224,0.000205548
81,8,51745,2411151,851745,Montrose,Montrose city,25,C1,Y,N,G4110,A,45605835,0,38.4691729,-107.8606816,2.006208667,0.004707732
82,8,70635,2413290,870635,Simla,Simla town,43,C1,N,N,G4110,A,1470344,0,39.1410514,-104.0817538,0.063645049,0.000153193
83,8,23025,2412464,823025,Eckley,Eckley town,43,C1,N,N,G4110,A,1234634,0,40.1124668,-102.4885454,0.055710759,0.000130424
84,8,48445,2411021,848445,Manitou Springs,Manitou Springs city,25,C1,N,N,G4110,A,8175318,0,38.8576016,-104.9124294,0.192187316,0.000848425
85,8,57025,2413103,857025,Palmer Lake,Palmer Lake town,43,C1,N,N,G4110,A,8008781,"55,968.00",39.1134646,-104.8998058,0.2035252,0.000839956
86,8,62660,2412523,862660,Ramah,Ramah town,43,C1,N,N,G4110,A,635616,0,39.1222376,-104.1673343,0.033143309,6.62063E-05
87,8,72395,2413307,872395,South Fork,South Fork town,43,C1,N,N,G4110,A,6411222,"2,333.00",37.6691859,-106.6428506,0.271831306,0.000654969
88,8,15330,2413219,815330,Coal Creek,Coal Creek town,43,C1,N,N,G4110,A,3294205,0,38.362038,-105.1417822,0.107403722,0.000339554
89,8,67280,2411766,867280,Salida,Salida city,25,C1,N,N,G4110,A,6689598,0,38.5302746,-105.9987836,0.313260552,0.000691121
90,8,32650,2412708,832650,Green Mountain Falls,Green Mountain Falls town,43,C1,N,N,G4110,A,2764181,"4,117.00",38.9349535,-105.0197128,0.09260803,0.000287597
91,8,18530,2410265,818530,Cripple Creek,Cripple Creek city,25,C1,N,N,G4110,A,3969873,0,38.7461495,-105.1840415,0.233839139,0.000411355
92,8,80865,2412153,880865,Victor,Victor city,25,C1,N,N,G4110,A,699668,0,38.7090038,-105.1418548,0.040057793,7.24619E-05
93,8,73330,2413324,873330,Springfield,Springfield town,43,C1,N,N,G4110,A,2917194,0,37.4049147,-102.6188979,0.152151353,0.000296875
94,8,79270,2413409,879270,Two Buttes,Two Buttes town,43,C1,N,N,G4110,A,642191,0,37.5606642,-102.3965556,0.035245412,6.54876E-05
95,8,81030,2413433,881030,Vilas,Vilas town,43,C1,N,N,G4110,A,331107,0,37.3736643,-102.4474163,0.027526064,3.36821E-05
96,8,27040,2410510,827040,Florence,Florence city,25,C1,N,N,G4110,A,10798971,"9,683.00",38.3798264,-105.0981068,0.271339609,0.001114417
97,8,64970,2412564,864970,Rockvale,Rockvale town,43,C1,N,N,G4110,A,4964778,0,38.3647129,-105.1647789,0.141884908,0.000511768
98,8,85155,2413490,885155,Williamsburg,Williamsburg town,43,C1,N,N,G4110,A,9240495,0,38.3839839,-105.1711794,0.219129151,0.00095276
99,8,44320,2411641,844320,Leadville,Leadville city,25,C1,N,N,G4110,A,2856451,0,39.2466926,-106.2935085,0.101966921,0.000298049
100,8,57400,2413110,857400,Parachute,Parachute town,43,C1,N,N,G4110,A,4164877,"160,106.00",39.4500473,-108.0554814,0.143655837,0.000452574
101,8,42330,2412863,842330,Lake City,Lake City town,43,C1,N,N,G4110,A,2155052,"25,017.00",38.0305035,-107.310176,0.122017155,0.000223708
102,8,10105,2411739,810105,Buena Vista,Buena Vista town,43,C1,N,N,G4110,A,8946934,"2,195.00",38.829332,-106.1395147,0.236024684,0.000928407
103,8,60600,2412495,860600,Poncha Springs,Poncha Springs town,43,C1,N,N,G4110,A,7030718,0,38.5188435,-106.0725763,0.287779121,0.000726193
104,8,42110,2411574,842110,La Junta,La Junta city,25,C1,N,N,G4110,A,7811225,"15,242.00",37.9794141,-103.5473359,0.494293102,0.000802569
105,8,25115,2412603,825115,Estes Park,Estes Park town,43,C1,N,N,G4110,A,17352523,"223,832.00",40.3771167,-105.5255142,0.736148405,0.001863704
106,8,83230,2413464,883230,Wellington,Wellington town,43,C1,N,N,G4110,A,8714034,"12,286.00",40.6993664,-105.0058254,0.281549954,0.000929785
107,8,48115,2412939,848115,Mancos,Mancos town,43,C1,N,N,G4110,A,1653169,0,37.3465969,-108.2938563,0.082415274,0.00016811
108,8,45955,2410864,845955,Lone Tree,Lone Tree city,25,C1,N,N,G4110,A,25060416,0,39.5307441,-104.8710315,0.495980322,0.00262537
109,8,12415,2413179,812415,Castle Rock,Castle Rock town,43,C1,N,N,G4110,A,87707045,0,39.3760887,-104.8534873,2.024059777,0.009168267
110,8,18640,2412389,818640,Crook,Crook town,43,C1,N,N,G4110,A,346447,0,40.8587523,-102.8013919,0.028510705,3.7001E-05
111,8,55980,2413088,855980,Orchard City,Orchard City town,43,C1,N,N,G4110,A,29543507,"18,635.00",38.8140588,-107.9675415,0.492298886,0.003066075
112,8,50040,2412985,850040,Merino,Merino town,43,C1,N,N,G4110,A,433229,0,40.4848253,-103.353616,0.033448588,4.6014E-05
113,8,7571,2411706,807571,Bonanza,Bonanza town,43,C1,N,N,G4110,A,1130609,0,38.2966071,-106.1418725,0.051693802,0.000116435
114,8,18420,2412387,818420,Crestone,Crestone town,43,C1,N,N,G4110,A,977053,0,37.9944971,-105.6962726,0.049343254,0.000100213
115,8,51250,2413006,851250,Moffat,Moffat town,43,C1,N,N,G4110,A,3629589,0,38.001997,-105.9054555,0.08003111,0.00037231
116,8,67005,2412591,867005,Saguache,Saguache town,43,C1,N,N,G4110,A,1032057,0,38.0862474,-106.140876,0.060165772,0.000105985
117,8,24620,2412485,824620,Empire,Empire town,43,C1,N,N,G4110,A,633512,"5,785.00",39.7597104,-105.6828128,0.043758671,6.71923E-05
118,8,29735,2412677,829735,Georgetown,Georgetown town,43,C1,N,N,G4110,A,2509361,"262,402.00",39.7212978,-105.6940293,0.088036116,0.000291143
119,8,70360,2413287,870360,Silver Plume,Silver Plume town,43,C1,N,N,G4110,A,669685,"6,765.00",39.6954455,-105.7266659,0.044510271,7.10322E-05
120,8,12635,2413184,812635,Cedaredge,Cedaredge town,43,C1,N,N,G4110,A,5065013,0,38.8941372,-107.9254979,0.1473814,0.000525906
121,8,17925,2412382,817925,Crawford,Crawford town,43,C1,N,N,G4110,A,629637,0,38.7051833,-107.6100607,0.055352994,6.52055E-05
122,8,57300,2413109,857300,Paonia,Paonia town,43,C1,N,N,G4110,A,2223128,0,38.8698236,-107.5914327,0.140500559,0.000230752
123,8,15605,2413226,815605,Collbran,Collbran town,43,C1,N,N,G4110,A,1531198,0,39.2400163,-107.9639562,0.209057872,0.000159754
124,8,28745,2410553,828745,Fruita,Fruita city,25,C1,N,N,G4110,A,19744952,"481,429.00",39.1539597,-108.7281959,0.897921266,0.002107736
125,8,64200,2412551,864200,Ridgway,Ridgway town,43,C1,N,N,G4110,A,6047519,0,38.1591283,-107.7531109,0.164115803,0.000621646
126,8,61315,2412509,861315,Pritchett,Pritchett town,43,C1,N,N,G4110,A,603596,0,37.3700091,-102.8587491,0.033204392,6.13981E-05
127,8,82460,2413444,882460,Walsh,Walsh town,43,C1,N,N,G4110,A,1158441,0,37.3861074,-102.2799331,0.061776842,0.000117861
128,8,56970,2413101,856970,Palisade,Palisade town,43,C1,N,N,G4110,A,2799117,"14,259.00",39.1074041,-108.3590873,0.219029779,0.000292985
129,8,52075,2413014,852075,Morrison,Morrison town,43,C1,N,N,G4110,A,5668339,"8,946.00",39.6256127,-105.2079187,0.305511038,0.000595704
130,8,5265,2411667,805265,Bayfield,Bayfield town,43,C1,N,N,G4110,A,3733464,0,37.235248,-107.594814,0.222990928,0.000379102
131,8,38535,2412787,838535,Ignacio,Ignacio town,43,C1,N,N,G4110,A,1076159,0,37.1177293,-107.6374599,0.084321931,0.000109108
132,8,70580,2413289,870580,Silverton,Silverton town,43,C1,N,N,G4110,A,2194711,0,37.8110924,-107.6646431,0.085235324,0.000224552
133,8,46355,2410884,846355,Louisville,Louisville city,25,C1,N,N,G4110,A,20615752,"295,231.00",39.9695323,-105.1432151,0.473456438,0.002204483
134,8,31605,2412699,831605,Granby,Granby town,43,C1,N,N,G4110,A,33626272,0,40.0369893,-105.9001735,0.824664881,0.003549811
135,8,68105,2413253,868105,San Luis,San Luis town,43,C1,N,N,G4110,A,1448997,0,37.2023412,-105.4224685,0.071295393,0.000147071
136,8,39965,2412812,839965,Julesburg,Julesburg town,43,C1,N,N,G4110,A,3843244,0,40.9849884,-102.2625798,0.201453705,0.000411232
137,8,56475,2413096,856475,Ovid,Ovid town,43,C1,N,N,G4110,A,419663,0,40.9605638,-102.3883521,0.029151066,4.48887E-05
138,8,68930,2413269,868930,Sedgwick,Sedgwick town,43,C1,N,N,G4110,A,864656,0,40.9350683,-102.5256738,0.048817714,9.24504E-05
139,8,23135,2410399,823135,Edgewater,Edgewater city,25,C1,N,N,G4110,A,1807183,0,39.7508196,-105.0626154,0.09697926,0.000189916
140,8,52350,2413021,852350,Mountain View,Mountain View town,43,C1,N,N,G4110,A,240817,0,39.7747762,-105.056711,0.02117405,2.53163E-05
141,8,40185,2412820,840185,Keenesburg,Keenesburg town,43,C1,N,N,G4110,A,5786234,"72,363.00",40.1129317,-104.4891625,0.230313703,0.000618853
142,8,55045,2413059,855045,Nunn,Nunn town,43,C1,N,N,G4110,A,8071675,0,40.7119165,-104.7898035,0.253831997,0.000860188
143,8,56860,2413099,856860,Pagosa Springs,Pagosa Springs town,43,C1,N,N,G4110,A,12615397,"67,479.00",37.2636043,-107.0035304,0.621941336,0.001288381
144,8,7850,2409883,807850,Boulder,Boulder city,25,C1,Y,N,G4110,A,64355595,"2,638,427.00",40.0274347,-105.2519445,1.500239888,0.007068421
145,8,39195,2412800,839195,Jamestown,Jamestown town,43,C1,N,N,G4110,A,1615093,997,40.1170784,-105.3890478,0.130905505,0.000170734
146,8,47070,2412930,847070,Lyons,Lyons town,43,C1,N,N,G4110,A,3209036,"42,335.00",40.2230503,-105.2686649,0.202199526,0.00034402
147,8,53175,2413037,853175,Nederland,Nederland town,43,C1,N,N,G4110,A,3828286,"179,672.00",39.9638145,-105.5058636,0.130117721,0.000422483
148,8,12910,2409427,812910,Central City,Central City city,25,C1,N,N,G4110,A,6343761,48,39.7957904,-105.5148347,0.523863186,0.000667107
149,8,38370,2410092,838370,Idaho Springs,Idaho Springs city,25,C1,N,N,G4110,A,5490247,"86,431.00",39.7489232,-105.5047595,0.47229576,0.000586001
150,8,7795,2411709,807795,Boone,Boone town,43,C1,N,N,G4110,A,936458,"25,306.00",38.2504446,-104.2607921,0.046538742,9.89836E-05
151,8,1530,2412350,801530,Alma,Alma town,43,C1,N,N,G4110,A,932517,"4,924.00",39.2859424,-106.0663188,0.060712682,9.78683E-05
152,8,25610,2412616,825610,Fairplay,Fairplay town,43,C1,N,N,G4110,A,2964196,"24,699.00",39.2237796,-105.9940054,0.128276011,0.000311772
153,8,6255,2411681,806255,Berthoud,Berthoud town,43,C1,N,N,G4110,A,31154707,"327,478.00",40.2846671,-104.9655038,1.066721797,0.003335071
154,8,3950,2411653,803950,Ault,Ault town,43,C1,N,N,G4110,A,2042581,0,40.5834537,-104.7339622,0.079335654,0.000217263
