OBJECTID,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
306,8,15165,2407634,815165,Clifton,Clifton CDP,57,U1,N,N,G4210,S,15748875,"179,408.00",39.0765821,-108.4603163,0.654105232,0.001658047
307,8,15302,2407642,815302,Coal Creek,Coal Creek CDP,57,U1,N,N,G4210,S,24316324,"38,964.00",39.9046933,-105.3721357,0.323076819,0.002565238
308,8,15440,2583223,815440,Coaldale,Coaldale CDP,57,U1,N,N,G4210,S,77314243,0,38.3562898,-105.815473,0.505227113,0.007968779
309,8,15825,2583224,815825,Colona,Colona CDP,57,U1,N,N,G4210,S,156858,0,38.3275099,-107.7793059,0.023451663,1.61607E-05
310,8,15935,2407647,815935,Colorado City,Colorado City CDP,57,U1,N,N,G4210,S,35471375,"285,743.00",37.9366509,-104.8456012,0.543399826,0.003664621
311,8,16110,2407649,816110,Columbine,Columbine CDP,57,U1,N,N,G4210,S,17173298,"317,891.00",39.5885857,-105.0691804,0.219280595,0.00183389
312,8,16465,2583225,816465,Comanche Creek,Comanche Creek CDP,57,U2,N,N,G4210,S,56235832,"196,829.00",39.6061049,-104.3358154,0.408624009,0.005919045
313,8,16715,2631317,816715,Conejos,Conejos CDP,57,U1,N,N,G4210,S,1254025,0,37.0872571,-106.0159931,0.052067009,0.000127091
314,8,17150,2583226,817150,Copper Mountain,Copper Mountain CDP,57,U1,N,N,G4210,S,83031010,0,39.4768949,-106.201113,0.572755652,0.008691677
315,8,17485,2583227,817485,Cotopaxi,Cotopaxi CDP,57,U1,N,N,G4210,S,740204,0,38.3728059,-105.68552,0.071780527,7.63092E-05
316,8,18585,2583229,818585,Crisman,Crisman CDP,57,U1,N,N,G4210,S,3774412,411,40.0434111,-105.3723785,0.104182299,0.000398357
317,8,19150,2583230,819150,Dakota Ridge,Dakota Ridge CDP,57,U2,N,N,G4210,S,24133753,"802,815.00",39.6194263,-105.1356922,0.238089603,0.002615684
318,8,20275,2408661,820275,Derby,Derby CDP,57,U1,N,N,G4210,S,4545597,"37,908.00",39.8407912,-104.9162539,0.499547761,0.000482299
319,8,20605,2583231,820605,Divide,Divide CDP,57,U1,N,N,G4210,S,869236,0,38.9450062,-105.1619493,0.039867689,9.03173E-05
320,8,21155,2583232,821155,Dotsero,Dotsero CDP,57,U1,N,N,G4210,S,3516698,"456,283.00",39.6475443,-107.0492978,0.132018775,0.000416896
321,8,21330,2629985,821330,Dove Valley,Dove Valley CDP,57,U1,N,N,G4210,S,9390780,0,39.5745458,-104.8278066,0.250511282,0.000984404
322,8,21390,2408685,821390,Downieville-Lawson-Dumont,Downieville-Lawson-Dumont CDP,57,U2,N,N,G4210,S,2014161,"54,150.00",39.7666132,-105.6067263,0.153448769,0.000217407
323,8,22575,2408030,822575,East Pleasant View,East Pleasant View CDP,57,U2,N,N,G4210,S,291814,0,39.727812,-105.1571632,0.033338966,3.06569E-05
324,8,23300,2408049,823300,Edwards,Edwards CDP,57,U1,Y,N,G4210,S,69009938,"397,177.00",39.6118242,-106.6197023,0.686213504,0.007280578
325,8,23520,2629986,823520,Elbert,Elbert CDP,57,U1,N,N,G4210,S,1227282,0,39.2188561,-104.5404434,0.058920849,0.000128008
326,8,23575,2408069,823575,Eldora,Eldora CDP,57,U1,N,N,G4210,S,10763415,"63,501.00",39.9582526,-105.5849796,0.189282801,0.001141115
327,8,23630,2408071,823630,Eldorado Springs,Eldorado Springs CDP,57,U1,N,N,G4210,S,6691610,"3,912.00",39.9392659,-105.2490813,0.180219999,0.000705503
328,8,23795,2408058,823795,El Jebel,El Jebel CDP,57,U1,N,N,G4210,S,13774795,"88,862.00",39.4069335,-107.0941453,0.238213771,0.001449799
329,8,24235,2629987,824235,Ellicott,Ellicott CDP,57,U1,N,N,G4210,S,28287174,0,38.825585,-104.3828725,0.265259934,0.002934313
330,8,24290,2583233,824290,El Moro,El Moro CDP,57,U1,N,N,G4210,S,28747670,"65,909.00",37.2466326,-104.4531105,0.322730694,0.002925765
331,8,25390,2408097,825390,Evergreen,Evergreen CDP,57,U1,N,N,G4210,S,29843916,"212,554.00",39.6356071,-105.3380888,0.454993543,0.003153426
332,8,25550,2583234,825550,Fairmount,Fairmount CDP,57,U2,N,N,G4210,S,15538007,"515,501.00",39.7925691,-105.1711574,0.40345884,0.001688086
333,8,27095,2583235,827095,Florissant,Florissant CDP,57,U1,N,N,G4210,S,1335575,0,38.9445571,-105.2898699,0.068851605,0.000138772
334,8,27175,2583236,827175,Floyd Hill,Floyd Hill CDP,57,U2,N,N,G4210,S,13642081,"8,460.00",39.7248257,-105.4341512,0.215166048,0.00143399
335,8,27370,2408234,827370,Fort Carson,Fort Carson CDP,57,M2,N,N,G4210,S,22539093,0,38.7402836,-104.7835715,0.239627677,0.002335294
336,8,27535,2408238,827535,Fort Garland,Fort Garland CDP,57,U1,N,N,G4210,S,972792,0,37.4279161,-105.4350076,0.046912318,9.90284E-05
337,8,28250,2408255,828250,Franktown,Franktown CDP,57,U1,N,N,G4210,S,7624784,"36,069.00",39.3900153,-104.7423896,0.150496935,0.000800974
338,8,28800,2408269,828800,Fruitvale,Fruitvale CDP,57,U1,N,N,G4210,S,7527794,0,39.0932746,-108.4789111,0.308633817,0.000783788
339,8,28830,2583237,828830,Fulford,Fulford CDP,57,U1,N,N,G4210,S,574653,506,39.5184916,-106.6587404,0.034975965,6.02424E-05
340,8,29295,2583238,829295,Garfield,Garfield CDP,57,U1,N,N,G4210,S,855750,0,38.5491974,-106.2893514,0.077016961,8.84531E-05
341,8,29625,2408287,829625,Genesee,Genesee CDP,57,U1,N,N,G4210,S,17242333,"14,724.00",39.6879013,-105.2712049,0.236222142,0.001811905
342,8,29845,2583239,829845,Gerrard,Gerrard CDP,57,U1,N,N,G4210,S,3104490,0,37.6783507,-106.5752435,0.112901129,0.000317076
343,8,30350,2583240,830350,Glendale,Glendale CDP,57,U1,N,N,G4210,S,3250995,0,40.0869113,-105.3715458,0.125051949,0.000343303
344,8,30420,2408300,830420,Gleneagle,Gleneagle CDP,57,U1,N,N,G4210,S,6110980,"13,400.00",39.0399416,-104.8251762,0.122739985,0.000637238
345,8,30890,2583241,830890,Goldfield,Goldfield CDP,57,U1,N,N,G4210,S,364824,0,38.7176448,-105.1253275,0.027593707,3.77887E-05
346,8,30945,2408304,830945,Gold Hill,Gold Hill CDP,57,U1,N,N,G4210,S,5373512,0,40.0597327,-105.4189204,0.096708285,0.000567216
347,8,31935,2408317,831935,Grand View Estates,Grand View Estates CDP,57,U1,N,N,G4210,S,2191974,0,39.543939,-104.8188853,0.061738285,0.000229678
348,8,33420,2629988,833420,Guffey,Guffey CDP,57,U1,N,N,G4210,S,22466110,"52,654.00",38.7606505,-105.509821,0.28107238,0.002333791
349,8,33502,2408343,833502,Gunbarrel,Gunbarrel CDP,57,U1,N,N,G4210,S,16184102,"155,454.00",40.0639706,-105.1711224,0.353017367,0.001724853
350,8,34685,2583243,834685,Hasty,Hasty CDP,57,U1,N,N,G4210,S,912224,0,38.1065555,-102.9561674,0.068644069,9.37044E-05
351,8,35400,2583244,835400,Heeney,Heeney CDP,57,U1,N,N,G4210,S,588790,0,39.8739875,-106.3041554,0.074759071,6.19827E-05
352,8,35860,2583245,835860,Hidden Lake,Hidden Lake CDP,57,U1,N,N,G4210,S,1583388,"37,319.00",40.1051604,-105.477571,0.060074436,0.00017119
353,8,36410,2408386,836410,Highlands Ranch,Highlands Ranch CDP,57,U1,N,N,G4210,S,62856814,"70,330.00",39.5407395,-104.9709607,0.417891163,0.006593392
354,8,36940,2583247,836940,Hoehne,Hoehne CDP,57,U1,N,N,G4210,S,8045749,0,37.2814482,-104.3890919,0.197658891,0.000817474
355,8,37220,2629989,837220,Holly Hills,Holly Hills CDP,57,U1,N,N,G4210,S,1519404,0,39.6677764,-104.9217282,0.103510848,0.000159485
356,8,37655,2583248,837655,Howard,Howard CDP,57,U1,N,N,G4210,S,43359673,0,38.409751,-105.8424067,0.391429647,0.004472244
357,8,38425,2583249,838425,Idalia,Idalia CDP,57,U1,N,N,G4210,S,219963,0,39.7029168,-102.2938271,0.019106332,2.31004E-05
358,8,38480,2583250,838480,Idledale,Idledale CDP,57,U1,N,N,G4210,S,717368,0,39.6689276,-105.2431911,0.059287088,7.53002E-05
359,8,38810,2408420,838810,Indian Hills,Indian Hills CDP,57,U1,N,N,G4210,S,14066410,"8,837.00",39.630111,-105.2480973,0.240621204,0.001476613
360,8,38910,2629990,838910,Inverness,Inverness CDP,57,U1,N,N,G4210,S,4315564,0,39.5796542,-104.8624143,0.128171238,0.000452419
361,8,39160,2583251,839160,Jackson Lake,Jackson Lake CDP,57,U2,N,N,G4210,S,7924379,0,40.3700545,-104.0591728,0.315443595,0.000840326
362,8,39250,2583252,839250,Jansen,Jansen CDP,57,U1,N,N,G4210,S,3038854,0,37.1581577,-104.550108,0.127307877,0.000308261
363,8,39745,2583253,839745,Joes,Joes CDP,57,U1,N,N,G4210,S,5401097,"7,295.00",39.6632327,-102.6784987,0.097222162,0.000567597
364,8,39800,2583254,839800,Johnson Village,Johnson Village CDP,57,U1,N,N,G4210,S,774040,0,38.811894,-106.1071117,0.057709502,8.02785E-05
365,8,40377,2408469,840377,Ken Caryl,Ken Caryl CDP,57,U1,N,N,G4210,S,25117768,"79,085.00",39.5767426,-105.1136952,0.259809269,0.002641392
366,8,40550,2408479,840550,Keystone,Keystone CDP,57,U1,N,N,G4210,S,107205453,"86,374.00",39.5736953,-105.934609,0.670350572,0.011249625
367,8,40900,2583255,840900,Kirk,Kirk CDP,57,U1,N,N,G4210,S,10621939,0,39.6126887,-102.5919946,0.134763135,0.001114064
368,8,41065,2408491,841065,Kittredge,Kittredge CDP,57,U1,N,N,G4210,S,4879686,"1,177.00",39.658891,-105.3045056,0.13060938,0.000512262
369,8,42000,2583256,842000,Laird,Laird CDP,57,U1,N,N,G4210,S,389024,0,40.0818012,-102.1018979,0.034907055,4.10775E-05
370,8,42165,2583257,842165,La Junta Gardens,La Junta Gardens CDP,57,U1,N,N,G4210,S,1381412,0,38.0013489,-103.5548501,0.063089569,0.000141699
371,8,43220,2408572,843220,Laporte,Laporte CDP,57,U1,N,N,G4210,S,15841201,"279,242.00",40.6377014,-105.1436048,0.210703659,0.00171607
372,8,44270,2583258,844270,Lazy Acres,Lazy Acres CDP,57,U1,N,N,G4210,S,13699398,"3,966.00",40.0855505,-105.3343716,0.171932426,0.001446995
373,8,44375,2408593,844375,Leadville North,Leadville North CDP,57,U2,N,N,G4210,S,6602409,0,39.2604594,-106.3111491,0.139896503,0.000689047
374,8,44595,2583259,844595,Lewis,Lewis CDP,57,U1,N,N,G4210,S,8056354,0,37.5017146,-108.6600584,0.132507014,0.000820916
375,8,44695,2583260,844695,Leyner,Leyner CDP,57,U1,N,N,G4210,S,495683,"105,855.00",40.0511016,-105.1074382,0.033970188,6.3489E-05
376,8,45145,2408611,845145,Lincoln Park,Lincoln Park CDP,57,U1,N,N,G4210,S,9750477,"1,113.00",38.4251817,-105.2130827,0.207172868,0.001006023
377,8,45680,2408628,845680,Loghill Village,Loghill Village CDP,57,U1,N,N,G4210,S,14406811,0,38.1961833,-107.7789448,0.156682929,0.001481666
378,8,45750,2629991,845750,Loma,Loma CDP,57,U1,N,N,G4210,S,28201702,0,39.2075116,-108.8050252,0.290762801,0.002941029
379,8,46410,2408145,846410,Louviers,Louviers CDP,57,U1,N,N,G4210,S,4093265,0,39.4798657,-105.0033404,0.11355159,0.000428508
380,8,47015,2583261,847015,Lynn,Lynn CDP,57,U1,N,N,G4210,S,1856932,0,37.421909,-104.6430611,0.059154952,0.000189017
381,8,47345,2583263,847345,McCoy,McCoy CDP,57,U1,N,N,G4210,S,761474,0,39.9143817,-106.7257229,0.056456173,8.0211E-05
382,8,49325,2583264,849325,Maybell,Maybell CDP,57,U1,N,N,G4210,S,1342323,0,40.5189791,-108.0888173,0.062353475,0.000142643
383,8,49490,2583265,849490,Maysville,Maysville CDP,57,U1,N,N,G4210,S,32130599,"34,484.00",38.5259789,-106.2193825,0.327472841,0.003323068
384,8,50012,2408817,850012,Meridian,Meridian CDP,57,U1,N,N,G4210,S,2334396,0,39.5387966,-104.847473,0.095124801,0.000244583
385,8,50380,2583266,850380,Midland,Midland CDP,57,U1,N,N,G4210,S,4445366,"46,448.00",38.8463438,-105.15212,0.139918982,0.000466086
386,8,51975,2583268,851975,Morgan Heights,Morgan Heights CDP,57,U2,N,N,G4210,S,739002,0,40.2874922,-103.8274456,0.058710811,7.82655E-05
387,8,52210,2583269,852210,Mountain Meadows,Mountain Meadows CDP,57,U1,N,N,G4210,S,4461876,0,40.0270385,-105.383136,0.106671192,0.000470762
388,8,52820,2583270,852820,Mulford,Mulford CDP,57,U1,N,N,G4210,S,1731028,0,39.4063553,-107.1659867,0.086568085,0.000181026
389,8,53780,2408929,853780,Niwot,Niwot CDP,57,U1,N,N,G4210,S,10352067,"23,594.00",40.097552,-105.1582795,0.181818799,0.001095834
390,8,53875,2583271,853875,No Name,No Name CDP,57,U1,N,N,G4210,S,459166,0,39.5597184,-107.2928156,0.039246144,4.81228E-05
391,8,53945,2583272,853945,Norrie,Norrie CDP,57,U1,N,N,G4210,S,487459,0,39.3281314,-106.6562751,0.053669843,5.0921E-05
392,8,54495,2583273,854495,North La Junta,North La Junta CDP,57,U1,N,N,G4210,S,3522534,"78,921.00",37.9996078,-103.5231869,0.10726769,0.000369407
393,8,54750,2408953,854750,North Washington,North Washington CDP,57,U1,N,N,G4210,S,13519257,"466,104.00",39.8077486,-104.9800398,0.196858553,0.001470935
394,8,55925,2583274,855925,Orchard,Orchard CDP,57,U1,N,N,G4210,S,413959,0,40.3320011,-104.117799,0.036255536,4.38697E-05
395,8,56035,2408997,856035,Orchard Mesa,Orchard Mesa CDP,57,U1,N,N,G4210,S,10087684,"233,085.00",39.0371909,-108.5214671,0.74547077,0.001073737
396,8,56695,2409014,856695,Padroni,Padroni CDP,57,U1,N,N,G4210,S,2101055,0,40.7818138,-103.1732966,0.068052728,0.000224138
397,8,57445,2583275,857445,Paragon Estates,Paragon Estates CDP,57,U1,N,N,G4210,S,4331417,"27,763.00",39.9807671,-105.1852531,0.121803399,0.000459617
398,8,57850,2583276,857850,Parshall,Parshall CDP,57,U1,N,N,G4210,S,774357,0,40.0555622,-106.1759954,0.078914137,8.17343E-05
399,8,58400,2409053,858400,Penrose,Penrose CDP,57,U1,N,N,G4210,S,46220983,0,38.4212977,-105.0003951,0.372062068,0.004768121
400,8,58510,2583277,858510,Peoria,Peoria CDP,57,U1,N,N,G4210,S,35530563,"102,995.00",39.6533028,-104.1370598,0.405035564,0.00374015
401,8,58592,2409056,858592,Perry Park,Perry Park CDP,57,U1,N,N,G4210,S,22149380,"91,267.00",39.2619168,-104.9679157,0.232379738,0.002321069
402,8,58675,2583278,858675,Peyton,Peyton CDP,57,U1,N,N,G4210,S,5950166,0,39.0329789,-104.490402,0.113516491,0.00061901
403,8,58785,2583279,858785,Phippsburg,Phippsburg CDP,57,U1,N,N,G4210,S,3071953,0,40.230139,-106.9507964,0.083499093,0.000325069
404,8,58960,2583280,858960,Piedra,Piedra CDP,57,U2,N,N,G4210,S,30097646,0,37.4417952,-107.1684271,0.351574467,0.003064449
405,8,59240,2583281,859240,Pine Brook Hill,Pine Brook Hill CDP,57,U1,N,N,G4210,S,7551199,"18,106.00",40.0383594,-105.3073598,0.141195421,0.000798856
406,8,60655,2409088,860655,Ponderosa Park,Ponderosa Park CDP,57,U1,N,N,G4210,S,37671325,0,39.3987304,-104.6355348,0.260042511,0.003939148
407,8,60765,2583285,860765,Portland,Portland CDP,57,U1,N,N,G4210,S,8292857,0,38.0892216,-107.6952341,0.179941002,0.000851648
408,8,62220,2409109,862220,Pueblo West,Pueblo West CDP,57,U1,N,N,G4210,S,182402826,"182,396.00",38.3587138,-104.7534096,0.878043085,0.018818404
409,8,63320,2409149,863320,Red Feather Lakes,Red Feather Lakes CDP,57,U1,N,N,G4210,S,23615972,"1,371,860.00",40.8094743,-105.578991,0.328576363,0.002666674
410,8,63375,2409153,863375,Redlands,Redlands CDP,57,U1,N,N,G4210,S,35201608,"1,461,407.00",39.0848895,-108.6550215,1.536963124,0.003817029
411,8,63650,2583286,863650,Redstone,Redstone CDP,57,U1,N,N,G4210,S,1133998,0,39.180281,-107.238289,0.134062345,0.000118221
412,8,63705,2629992,863705,Redvale,Redvale CDP,57,U1,N,N,G4210,S,12120560,0,38.1760636,-108.4125079,0.218120487,0.001246198
413,8,64870,2583287,864870,Rock Creek Park,Rock Creek Park CDP,57,U1,N,N,G4210,S,687874,0,38.7010678,-104.8347023,0.044463148,7.12329E-05
414,8,65685,2583288,865685,Rollinsville,Rollinsville CDP,57,U1,N,N,G4210,S,3657752,0,39.9231871,-105.5135504,0.10622458,0.000385345
415,8,66197,2409221,866197,Roxborough Park,Roxborough Park CDP,57,U1,N,N,G4210,S,23911364,"327,235.00",39.4506137,-105.0740565,0.30394584,0.002536344
416,8,66995,2583289,866995,Saddle Ridge,Saddle Ridge CDP,57,U2,N,N,G4210,S,450549,0,40.3130711,-103.8022967,0.038895843,4.7734E-05
417,8,67040,2583290,867040,St. Ann Highlands,St. Ann Highlands CDP,57,U1,N,N,G4210,S,3601597,0,39.987297,-105.4558063,0.103513318,0.000379779
418,8,67142,2409229,867142,St. Mary's,St. Mary's CDP,57,U2,N,N,G4210,S,3725675,"18,488.00",39.8165309,-105.6471377,0.125393151,0.000393843
419,8,67445,2409241,867445,Salt Creek,Salt Creek CDP,57,U1,N,N,G4210,S,1415977,0,38.2389392,-104.5881885,0.074086455,0.00014571
420,8,67500,2583291,867500,San Acacio,San Acacio CDP,57,U1,N,N,G4210,S,3255060,0,37.2086339,-105.5666382,0.075603193,0.00033041
421,8,68847,2409300,868847,Security-Widefield,Security-Widefield CDP,57,U2,N,N,G4210,S,34301774,"1,251,933.00",38.7511302,-104.7160225,0.518728295,0.003684168
422,8,68875,2409301,868875,Sedalia,Sedalia CDP,57,U1,N,N,G4210,S,3531175,0,39.4397047,-104.9699086,0.135034105,0.000369455
423,8,68985,2583292,868985,Segundo,Segundo CDP,57,U1,N,N,G4210,S,1797346,0,37.1225204,-104.7397385,0.145968121,0.000182238
424,8,69110,2583293,869110,Seven Hills,Seven Hills CDP,57,U1,N,N,G4210,S,1259228,806,40.0337023,-105.3307484,0.054837934,0.00013296
425,8,69480,2583295,869480,Shaw Heights,Shaw Heights CDP,57,U1,N,N,G4210,S,1814244,"2,011.00",39.8575303,-105.0390854,0.089213888,0.00019116
426,8,69810,2408726,869810,Sherrelwood,Sherrelwood CDP,57,U1,N,N,G4210,S,6289914,"55,710.00",39.8382511,-105.0023156,0.125616035,0.000667704
427,8,71625,2583297,871625,Smeltertown,Smeltertown CDP,57,U1,N,N,G4210,S,378134,0,38.5523224,-106.0084169,0.030249745,3.90777E-05
428,8,71790,2583298,871790,Snyder,Snyder CDP,57,U1,N,N,G4210,S,917144,0,40.3308245,-103.5919713,0.055370938,9.7198E-05
429,8,72320,2583299,872320,Southern Ute,Southern Ute CDP,57,U2,N,N,G4210,S,41334729,0,37.0748875,-107.5933083,0.391757112,0.004188454
430,8,74080,2410002,874080,Stonegate,Stonegate CDP,57,U1,N,N,G4210,S,4990395,0,39.5354747,-104.8036979,0.115253124,0.000522837
431,8,74275,2583300,874275,Stonewall Gap,Stonewall Gap CDP,57,U1,N,N,G4210,S,4973670,0,37.1604728,-105.0342008,0.12533302,0.000504543
432,8,74375,2410008,874375,Strasburg,Strasburg CDP,57,U1,N,N,G4210,S,53872081,"64,011.00",39.7207091,-104.3181873,0.43181237,0.005665503
433,8,74430,2410011,874430,Stratmoor,Stratmoor CDP,57,U1,N,N,G4210,S,7320898,"60,471.00",38.7719574,-104.7777733,0.17781797,0.000765132
434,8,74980,2583301,874980,Sugarloaf,Sugarloaf CDP,57,U1,N,N,G4210,S,5640480,0,40.0188747,-105.4076689,0.122945664,0.000595043
435,8,75585,2583302,875585,Sunshine,Sunshine CDP,57,U1,N,N,G4210,S,4479912,0,40.0636528,-105.3695868,0.114670945,0.000472914
436,8,76190,2410044,876190,Tabernash,Tabernash CDP,57,U1,N,N,G4210,S,12294567,0,39.9788436,-105.8443679,0.184790103,0.001296273
437,8,76325,2583304,876325,Tall Timber,Tall Timber CDP,57,U1,N,N,G4210,S,1486598,0,40.0151495,-105.3498218,0.05590586,0.000156821
438,8,77235,2410075,877235,The Pinery,The Pinery CDP,57,U1,N,N,G4210,S,26902830,"95,760.00",39.4483886,-104.7494861,0.382173645,0.002825033
439,8,77757,2409327,877757,Todd Creek,Todd Creek CDP,57,U1,N,N,G4210,S,25032341,"524,903.00",39.9787128,-104.8683185,0.382907024,0.002694637
440,8,78280,2409343,878280,Towaoc,Towaoc CDP,57,U1,N,N,G4210,S,9284291,0,37.2125992,-108.7264608,0.194623257,0.000942463
441,8,78335,2583306,878335,Towner,Towner CDP,57,U1,N,N,G4210,S,96521,0,38.4703998,-102.0804546,0.013483335,9.96351E-06
442,8,78345,2583307,878345,Trail Side,Trail Side CDP,57,U2,N,N,G4210,S,1855942,0,40.2490397,-103.8432029,0.093765436,0.000196448
443,8,79100,2409373,879100,Twin Lakes,Twin Lakes CDP,57,U1,N,N,G4210,S,4257834,"44,001.00",39.8227191,-105.0039688,0.114970626,0.000452546
444,8,79105,2583308,879105,Twin Lakes,Twin Lakes CDP,57,U1,N,N,G4210,S,17443505,0,39.1037087,-106.3189849,0.237626765,0.001816466
445,8,79785,2583309,879785,Upper Bear Creek,Upper Bear Creek CDP,57,U2,N,N,G4210,S,9803199,"15,939.00",39.6268567,-105.4095447,0.178885497,0.001030146
446,8,80095,2583310,880095,Valdez,Valdez CDP,57,U1,N,N,G4210,S,4165772,0,37.125794,-104.672861,0.193574804,0.000422387
447,8,80370,2583311,880370,Valmont,Valmont CDP,57,U1,N,N,G4210,S,692761,"214,376.00",40.0368363,-105.2086903,0.07528746,9.572E-05
448,8,80755,2583312,880755,Vernon,Vernon CDP,57,U1,N,N,G4210,S,2932924,633,39.9395519,-102.3069223,0.071361303,0.000309125
449,8,81305,2583313,881305,Vineland,Vineland CDP,57,U1,N,N,G4210,S,1467021,0,38.2447376,-104.4598659,0.055024595,0.000150975
450,8,82900,2583314,882900,Watkins,Watkins CDP,57,U1,N,N,G4210,S,70161901,215,39.7031349,-104.5767534,0.470310436,0.00736771
451,8,83120,2409539,883120,Welby,Welby CDP,57,U1,N,N,G4210,S,9571675,"270,023.00",39.840215,-104.9653451,0.164886982,0.001035591
452,8,83175,2583315,883175,Weldona,Weldona CDP,57,U1,N,N,G4210,S,405886,0,40.3484079,-103.969365,0.035878597,4.30241E-05
453,8,83500,2409571,883500,Westcreek,Westcreek CDP,57,U1,N,N,G4210,S,3155356,"107,554.00",39.1489338,-105.1623027,0.142630695,0.00034
454,8,84000,2583316,884000,Weston,Weston CDP,57,U1,N,N,G4210,S,8025888,0,37.1459233,-104.8682835,0.201321161,0.000814015
455,8,84042,2409562,884042,West Pleasant View,West Pleasant View CDP,57,U2,N,N,G4210,S,3869495,0,39.7323234,-105.1789287,0.1907887,0.000406538
456,8,85760,2583318,885760,Wolcott,Wolcott CDP,57,U1,N,N,G4210,S,960013,"40,046.00",39.7036397,-106.6792867,0.054487717,0.000105025
457,8,86117,2409624,886117,Woodmoor,Woodmoor CDP,57,U1,N,N,G4210,S,15644402,"159,993.00",39.104823,-104.843604,0.221867164,0.001645838
458,8,86200,2583319,886200,Woody Creek,Woody Creek CDP,57,U1,N,N,G4210,S,1586627,0,39.2708727,-106.8883311,0.070800237,0.00016561
